Object, RefMetadataComponentId, RefMetadataComponentName, RefMetadataComponentNamespace, RefMetadataComponentType,ApexClass,ApexPage,CustomField,FieldSet,FlexiPage,Flow,Layout,LookupFilter,ValidationRule,WebLink,WorkflowFieldUpdate
Account,00N5b00000E2ilDEAR,DEX_FH_HaagenDazs,null,CustomField,X,,,,,,,,,,
Account,00N5b00000E2ilEEAR,DEX_FH_Magnum,null,CustomField,X,,,,,,,,,,
Account,00N5b00000E2ilGEAR,DEX_Facebook_Handle,null,CustomField,,,,,,X,X,,,,
Account,00N5b00000E2ilHEAR,DEX_FoCProductAllowed,null,CustomField,X,,,,,,,,,,
Account,00N5b00000E2ilJEAR,DEX_Food_Served_Onsite,null,CustomField,X,,,,,X,X,,,,
Account,00N5b00000E2ilKEAR,DEX_FoodhubId,null,CustomField,X,,,,,,,,,,
Account,00N5b00000E2ilPEAR,DEX_HasFoodAggregator,null,CustomField,X,,,,,,,,,,
Account,00N5b00000E2ilQEAR,DEX_HasWebshopAccount,null,CustomField,X,,,,,,,,,,
Account,00N5b00000E2ilSEAR,DEX_IndirectAccount,null,CustomField,X,,,X,,X,,,X,,
Account,00N5b00000E2ilTEAR,DEX_Instagram_Handle,null,CustomField,,,,,,X,X,,,,
Account,00N5b00000E2ilUEAR,DEX_IsRoleOverride,null,CustomField,X,,,,,,,,,,
Account,00N5b00000E2ilVEAR,DEX_JE_BenJerry,null,CustomField,X,,,,,,,,,,
Account,00N5b00000E2ilWEAR,DEX_JE_Class,null,CustomField,X,,,,,,,,,,
Account,00N5b00000E2ilXEAR,DEX_JE_HaagenDazs,null,CustomField,X,,,,,,,,,,
Account,00N5b00000E2ilYEAR,DEX_JE_Magnum,null,CustomField,X,,,,,,,,,,
Account,00N5b00000E2ilZEAR,DEX_JustEatId,null,CustomField,X,,,,,,,,,,
Account,00N5b00000E2ilaEAB,DEX_KAM_Assistant,null,CustomField,X,,,,,X,X,,,,
Account,00N5b00000E2ilbEAB,DEX_KAM,null,CustomField,X,,,,,X,X,,,,
Account,00N5b00000E2ilcEAB,DEX_KeyDecisionMaker,null,CustomField,X,,,,,X,X,,,,
Account,00N5b00000E2ildEAB,DEX_KeyNumber,null,CustomField,X,,,,,,,,,,
Account,00N5b00000E2ileEAB,DEX_KitchenType,null,CustomField,X,,,,,,X,,,,
Account,00N5b00000E2ilfEAB,DEX_LargeIndependentOperator,null,CustomField,X,,,,,,,,,,
Account,00N5b00000E2ilgEAB,DEX_Last3OnlineEvents,null,CustomField,X,,,,,,X,,,,
Account,00N5b00000E2ilkEAB,DEX_Last_Extraction_Date,null,CustomField,,,,,,,,,,,
Account,00N5b00000E2illEAB,DEX_Latitude_Longitude,null,CustomField,,,,,,,,,,,
Account,00N5b00000E2ilnEAB,DEX_LeadClassification,null,CustomField,,,,,,,,,,,
Account,00N5b00000E2iloEAB,DEX_LeadLostReason,null,CustomField,X,,,,,,,,X,,
Account,00N5b00000E2ilqEAB,DEX_LeadStatus,null,CustomField,X,,,,,,X,,X,,
Account,00N5b00000E2ilsEAB,DEX_Lead_Source,null,CustomField,X,,,,,,X,,,,
Account,00N5b00000E2iltEAB,DEX_Lead,null,CustomField,X,,,,,,X,,,,
Account,00N5b00000E2iluEAB,DEX_LicenseAlcohol,null,CustomField,X,,,,,,,,,,
Account,00N5b00000E2ilwEAB,DEX_Loyalty_Managemet_Opt_In,null,CustomField,X,,,,,,X,,,,
Account,00N5b00000E2ilxEAB,DEX_MainCompetitor,null,CustomField,X,,,,,,X,,,,
Account,00N5b00000E2ilyEAB,DEX_Market_Segment,null,CustomField,X,,,,,,,,,,
Account,00N5b00000E2ilzEAB,DEX_Market,null,CustomField,X,,,,,,X,,,,
Account,00N5b00000E2im0EAB,DEX_Marketing_Opt_In_Flag,null,CustomField,X,,,,,,X,,,,
Account,00N5b00000E2im1EAB,DEX_MergeWith,null,CustomField,X,,,,,X,X,,,,
Account,00N5b00000E2im2EAB,DEX_Merge_Account,null,CustomField,X,,,,,X,X,,,,
Account,00N5b00000E2im3EAB,DEX_MixedorUFSCustomer,null,CustomField,X,,,,,X,,,,,
Account,00N5b00000E2im4EAB,DEX_Name2,null,CustomField,X,,,,,X,X,,,,
Account,00N5b00000E2im5EAB,DEX_Newsletter_OptOut,null,CustomField,,,,,,,X,,,,
Account,00N5b00000E2im6EAB,DEX_NumberOfChildSites,null,CustomField,X,,,,,,X,,,,
Account,00N5b00000E2im7EAB,DEX_NumberOfOutlets,null,CustomField,X,,,,,,X,,,,
Account,00N5b00000E2im8EAB,DEX_NumberOfSubSites,null,CustomField,X,,,,,,,,,,
Account,00N5b00000E2im9EAB,DEX_Number_Customers_Buying_UFS_Products,null,CustomField,,,,,,,,,,,
Account,00N5b00000E2imAEAR,DEX_Number_of_Beds,null,CustomField,X,,,,,X,X,,,,
Account,00N5b00000E2imBEAR,DEX_Number_of_Buying_Customers,null,CustomField,,,,,,,,,,,
Account,00N5b00000E2imCEAR,DEX_Number_of_Employees,null,CustomField,X,,,,,X,X,,,,
Account,00N5b00000E2imDEAR,DEX_Number_of_Rooms,null,CustomField,X,,,,,X,X,,,,
Account,00N5b00000E2imEEAR,DEX_Number_of_Students_Pupils,null,CustomField,X,,,,,X,X,,,,
Account,00N5b00000E2imFEAR,DEX_Number_of_Till_Points,null,CustomField,X,,,,,X,X,,,,
Account,00N5b00000E2imGEAR,DEX_OFSValue,null,CustomField,X,,,,,,,,,,
Account,00N5b00000E2imJEAR,DEX_OTM_Calculation_Exempt,null,CustomField,X,,,,,,,,,,
Account,00N5b00000E2imKEAR,DEX_OTM_Suggestion,null,CustomField,X,,,,,X,,,,,
Account,00N5b00000E2imLEAR,DEX_OpeningTimeWorkingDay,null,CustomField,X,,,,,X,X,,,,
Account,00N5b00000E2imMEAR,DEX_OpportunityPotentialExternal,null,CustomField,,,,,,,,,,,
Account,00N5b00000E2imNEAR,DEX_OpportunityPotentialSalesRep,null,CustomField,,,,,,X,,,,,
Account,00N5b00000E2imOEAR,DEX_Overrider2,null,CustomField,,,,,,,,,,,
Account,00N5b00000E2imPEAR,DEX_Overrider,null,CustomField,,,,,,,,,,,
Account,00N5b00000E2imQEAR,DEX_PO_Number,null,CustomField,,,,,,X,,,,,
Account,00N5b00000E2imREAR,DEX_PermittedOrder,null,CustomField,,,,,,,,,,,
Account,00N5b00000E2imTEAR,DEX_PreferredCommMethod,null,CustomField,X,,,,,X,,,,,
Account,00N5b00000E2imUEAR,DEX_PreferredDeliveryDays,null,CustomField,X,,,,,X,X,,,,
Account,00N5b00000E2imWEAR,DEX_PreferredVisitDays,null,CustomField,X,,,,,X,X,,,,
Account,00N5b00000E2imXEAR,DEX_PreferredVisitEndTime,null,CustomField,,,,,,X,,,,,
Account,00N5b00000E2imYEAR,DEX_PreferredVisitStartTime,null,CustomField,,,,,,X,,,,,
Account,00N5b00000E2imZEAR,DEX_PreferredVisitWeek,null,CustomField,,,,,,X,,,,,
Account,00N5b00000E2imaEAB,DEX_Prospect_Status,null,CustomField,,,,,,,,,,,
Account,00N5b00000E2imdEAB,DEX_Relative_Lead_Score_Data,null,CustomField,X,,,,,,,,,,
Account,00N5b00000E2imfEAB,DEX_Relative_Urgency_Data,null,CustomField,X,,,,,,,,,,
Account,00N5b00000E2imjEAB,DEX_SAT_Classification,null,CustomField,X,,,,,,,,,,
Account,00N5b00000E2immEAB,DEX_SalesDistrict,null,CustomField,X,,,,,,,,,,
Account,00N5b00000E2imnEAB,DEX_SalesGroupKey,null,CustomField,X,,,,,,,,,,
Account,00N5b00000E2imoEAB,DEX_SalesOfficeKey,null,CustomField,X,,,,,,,,,,
Account,00N5b00000E2impEAB,DEX_SeasonCloseTime,null,CustomField,,,,,,X,,,,,
Account,00N5b00000E2imsEAB,DEX_SendEDI,null,CustomField,X,,,,,,,,,,
Account,00N5b00000E2imtEAB,DEX_Send_to_Datalake,null,CustomField,,,,,,X,,,,,
Account,00N5b00000E2imvEAB,DEX_Six_Golden_Rules,null,CustomField,X,,,,,X,,,,,
Account,00N5b00000E2imwEAB,DEX_SpecialPrice,null,CustomField,,,,,,X,,,,,
Account,00N5b00000E2imxEAB,DEX_SubSegment,null,CustomField,,,,,,,,,,,
Account,00N5b00000E2in0EAB,DEX_Subtype,null,CustomField,X,,,,,X,,,,,
Account,00N5b00000E2in1EAB,DEX_TPSCTPS,null,CustomField,X,,,,,,,,,,
Account,00N5b00000E2in2EAB,DEX_Telesales,null,CustomField,,,,,,X,,,,,
Account,00N5b00000E2in3EAB,DEX_TendePlace,null,CustomField,,,,,,,,,,,
Account,00N5b00000E2in6EAB,DEX_Trading_Status,null,CustomField,X,,,,,X,,,,,
Account,00N5b00000E2in7EAB,DEX_Twitter_Handle,null,CustomField,,,,,,X,X,,,,
Account,00N5b00000E2in8EAB,DEX_UE_BenJerry,null,CustomField,X,,,,,,,,,,
Account,00N5b00000E2in9EAB,DEX_UE_HaagenDazs,null,CustomField,X,,,,,,,,,,
Account,00N5b00000E2inAEAR,DEX_UE_Magnum,null,CustomField,X,,,,,,,,,,
Account,00N5b00000E2inDEAR,DEX_UberEatsId,null,CustomField,X,,,,,,,,,,
Account,00N5b00000E2inEEAR,DEX_Unilever_Now_Classification,null,CustomField,,,,,,,,,,,
Account,00N5b00000E2inFEAR,DEX_UserRole,null,CustomField,X,,,,,X,,,,,
Account,00N5b00000E2inJEAR,DEX_Visitors_Per_Year,null,CustomField,X,,,,,X,X,,,,
Account,00N5b00000E2inREAR,DEX_isIncentiveDefault,null,CustomField,X,,,,,,,,,,
Account,00N5b00000E2inSEAR,DEX_isSalesrepAccount,null,CustomField,X,,,,,,,,,,
Account,00N5b00000E2inYEAR,SAP_ID,null,CustomField,X,,X,,,X,X,,,X,X
Account,00N5b00000E2inZEAR,Sales_ORG,null,CustomField,X,,X,,,X,X,,X,,
Account,00N5b00000E2indEAB,TEL_Account_Type_DEX_ROLE,null,CustomField,,,,,,,,,,,
Account,00N5b00000E2ineEAB,TEL_Av_Price_per_Meal2,null,CustomField,,,,,,X,,,,,
Account,00N5b00000E2infEAB,TEL_BP_Role_Code,null,CustomField,,,,,,,,,,,
Account,00N5b00000E2ingEAB,TEL_BP_Role,null,CustomField,,,,,,,,,,,
Account,00N5b00000E2inhEAB,TEL_CS_Opt_Out,null,CustomField,,,,,,,X,,,,
Account,00N5b00000E2iniEAB,TEL_Chef_Rewards,null,CustomField,X,,,,,,,,,,
Account,00N5b00000E2inkEAB,TEL_Convenience_Level,null,CustomField,X,,,,,X,,,,,
Account,00N5b00000E2inlEAB,TEL_Day_Week_Open,null,CustomField,,,,,,X,,,,,
Account,00N5b00000E2innEAB,TEL_Email,null,CustomField,X,,,,,X,X,,,,
Account,00N5b00000E2inoEAB,TEL_Food_Spend_Month2,null,CustomField,,,,,,X,,,,,
Account,00N5b00000E2inqEAB,TEL_IsActive,null,CustomField,X,,,,,,,,,,
Account,00N5b00000E2inrEAB,TEL_Kitchen_Type2,null,CustomField,,,,,,X,,,,,
Account,00N5b00000E2insEAB,TEL_Meal_Served_Day2,null,CustomField,,,,,,X,,,,,
Account,00N5b00000E2intEAB,TEL_NPS_Potential,null,CustomField,,,,,,,,,,,
Account,00N5b00000E2inuEAB,TEL_OTM_Reason2,null,CustomField,,,,,,,,,,,
Account,00N5b00000E2invEAB,TEL_OTM,null,CustomField,X,,X,,,,X,,,,
Account,00N5b00000E2inwEAB,TEL_Parent_Segment,null,CustomField,X,,,,,X,X,,,,
Account,00N5b00000E2inxEAB,TEL_Price_Book,null,CustomField,X,X,,,,,X,,,,
Account,00N5b00000E2inyEAB,TEL_Region,null,CustomField,,,,,,X,,,,,
Account,00N5b00000E2inzEAB,TEL_SAP_DEX_ID,null,CustomField,X,,X,,,X,X,,X,,X
Account,00N5b00000E2io0EAB,TEL_SSD_Allowed2,null,CustomField,X,,,,,X,,,,,
Account,00N5b00000E2io1EAB,TEL_Segment2,null,CustomField,X,,X,,,X,X,,,,
Account,00N5b00000E2io2EAB,TEL_SubSegment_Code,null,CustomField,,,,,,,,,,,
Account,00N5b00000E2io3EAB,TEL_SubSegment,null,CustomField,X,,,,,X,X,,,,
Account,00N5b00000E2io4EAB,TEL_Sub_Status,null,CustomField,,,,,,,,,,,
Account,00N5b00000E2io5EAB,TEL_Visit_Ok2,null,CustomField,,,,,,X,,,,,
Account,00N5b00000E2io6EAB,TEL_Week_Year_Open,null,CustomField,X,,,,,X,X,,X,,
Account,00N5b00000E2io7EAB,TEL_Wholesaler_Account_Number,null,CustomField,X,,,,,,,,,,
Account,00N5b00000E2io8EAB,TEL_Wholesaler,null,CustomField,X,,,,,,,,,,
Account,00N5b00000E2j7nEAB,DEX_LastUpdateActivity,null,CustomField,,,,,,,,,,,
Account,00N5b00000E2j7oEAB,DEX_NoofFOLandNoofSOLDCabinets,null,CustomField,,,,,,X,,,,,
Account,00N5b00000E2jfmEAB,TLB_Is_Mail_Required_for_Customer,null,CustomField,,,,,,,,,,,
Account,00N5b00000E2jfnEAB,TLB_Visit_Email,null,CustomField,,,X,,,,,,,,
Account,00N5b00000E2lWgEAJ,SPL_AEFR,null,CustomField,,,,,,,X,,,,
Account,00N5b00000E2lWhEAJ,SPL_AEHC,null,CustomField,,,,,,,X,,,,
Account,00N5b00000E2lWiEAJ,SPL_AEPC,null,CustomField,,,,,,,X,,,,
Account,00N5b00000E2lWjEAJ,SPL_AccountLink,null,CustomField,,,,,,,,,,,
Account,00N5b00000E2lWkEAJ,SPL_Active,null,CustomField,,,,,,,,,,,
Account,00N5b00000E2lWlEAJ,SPL_ApprovalStatus,null,CustomField,,,,,,X,,,,,
Account,00N5b00000E2lWmEAJ,SPL_Checkouts,null,CustomField,,,,,,,X,,,,
Account,00N5b00000E2lWnEAJ,SPL_EndDateTemporaryService,null,CustomField,,,,,,,X,,,,
Account,00N5b00000E2lWoEAJ,SPL_StartDateTemporaryService,null,CustomField,,,,,,,X,,,,
Account,00N5b00000E2lWpEAJ,SPL_StoreSizeM2,null,CustomField,,,,,,,X,,,,
Account,00N5b00000E2lWqEAJ,SPL_TemporaryStatus,null,CustomField,,,,,,X,X,,,,
Account,00N5b00000E2w3cEAB,TPM_Fund_Level_ValidationCheck,null,CustomField,X,,X,,,,,,,,
Account,00N5b00000E31EEEAZ,ATN_ApprovalStep,null,CustomField,,,,,,X,,,,,
Account,00N5b00000E31EGEAZ,ATN_Approver_Step1,null,CustomField,,,,,,X,,,,,
Account,00N5b00000E31EHEAZ,ATN_Approver_Step2,null,CustomField,,,,,,X,,,,,
Account,00N5b00000E31EJEAZ,ATN_BaseDiscount,null,CustomField,,,,,,,,,,,
Account,00N5b00000E31EKEAZ,ATN_BillingAdditionalAddressDetails,null,CustomField,,,,,,X,X,,,,
Account,00N5b00000E31ELEAZ,ATN_BillingAddressSameAsInvoice,null,CustomField,,,,,,X,,,,,
Account,00N5b00000E31ENEAZ,ATN_BusinessTypeDesc,null,CustomField,,,,,,,,,,,
Account,00N5b00000E31EPEAZ,ATN_CNPJGroupCompany,null,CustomField,,,,,,X,X,,,,
Account,00N5b00000E31EQEAZ,ATN_CNPJPartners,null,CustomField,,,,,,X,X,,,,
Account,00N5b00000E31EREAZ,ATN_CNPJ,null,CustomField,X,,,,,,,,,,
Account,00N5b00000E31ESEAZ,ATN_CVA,null,CustomField,,,,,,,,,,,
Account,00N5b00000E31ETEAZ,ATN_Check_LeadCreation,null,CustomField,,,,,,X,,,X,,
Account,00N5b00000E31EWEAZ,ATN_CustomerSector,null,CustomField,,,,,,X,X,,,,
Account,00N5b00000E31EXEAZ,ATN_CustomerType,null,CustomField,,,,,,,,,,,
Account,00N5b00000E31EaEAJ,ATN_Distribution_Center,null,CustomField,X,,,,,X,X,,,,
Account,00N5b00000E31EbEAJ,ATN_EDICustomer,null,CustomField,,,,,,,,,,,
Account,00N5b00000E31EcEAJ,ATN_ExternalID,null,CustomField,,,,,,,,,,,
Account,00N5b00000E31EdEAJ,ATN_HasDistributionCenterException,null,CustomField,,,,,,X,X,,,,
Account,00N5b00000E31EeEAJ,ATN_HasHoldingException,null,CustomField,,,,,,X,X,,,,
Account,00N5b00000E31EfEAJ,ATN_HasPaymentConditionException,null,CustomField,,,,,,X,X,,,,
Account,00N5b00000E31EgEAJ,ATN_HasSpecialTerms,null,CustomField,,,,,,X,X,,,,
Account,00N5b00000E31EhEAJ,ATN_HoldingException,null,CustomField,,,,,,,X,,,,
Account,00N5b00000E31EiEAJ,ATN_InvoicingAdditionalAddressDetails,null,CustomField,,,X,,,X,X,,,,
Account,00N5b00000E31EjEAJ,ATN_Lead_Status,null,CustomField,X,,,,,X,X,,,,
Account,00N5b00000E31EkEAJ,ATN_MonthlyVolumeEstimate,null,CustomField,,,,,,X,X,,,,
Account,00N5b00000E31EmEAJ,ATN_PaymentConditionException,null,CustomField,,,,,,X,,,,,
Account,00N5b00000E31EoEAJ,ATN_ReceiptRestriction,null,CustomField,,,,,,X,X,,,,
Account,00N5b00000E31EpEAJ,ATN_ReceivePalletizedLoadChepPallet,null,CustomField,,,,,,X,X,,,,
Account,00N5b00000E31EqEAJ,ATN_ReceiverContact,null,CustomField,,,,,,X,X,,,,
Account,00N5b00000E31EsEAJ,ATN_SUFRAMA,null,CustomField,,,,,,X,X,,,,
Account,00N5b00000E31EtEAJ,ATN_SalesArea,null,CustomField,X,,X,,,X,,,,,
Account,00N5b00000E31EuEAJ,ATN_SalesForecasting,null,CustomField,,,,,,X,X,,,,
Account,00N5b00000E31EvEAJ,ATN_ShippingAdditionalAddressDetails,null,CustomField,,,,,,X,X,,,,
Account,00N5b00000E31EwEAJ,ATN_ShippingAddressSameAsInvoice,null,CustomField,,,,,,X,,,,,
Account,00N5b00000E31ExEAJ,ATN_ShippingNeighborhood,null,CustomField,,,,,,,,,,,
Account,00N5b00000E31EyEAJ,ATN_TerritoryCodeFR,null,CustomField,,,,,,X,X,,,,
Account,00N5b00000E31EzEAJ,ATN_TerritoryCodeFS,null,CustomField,,,,,,X,X,,,,
Account,00N5b00000E31F0EAJ,ATN_TerritoryCodeHC,null,CustomField,,,,,,X,X,,,,
Account,00N5b00000E31F1EAJ,ATN_TerritoryCodeMT,null,CustomField,,,,,,X,X,,,,
Account,00N5b00000E31F2EAJ,ATN_TerritoryCodePC,null,CustomField,,,,,,X,X,,,,
Account,00N5b00000E31F3EAJ,ATN_VehicleException,null,CustomField,,,,,,X,X,,,,
Account,00N5b00000E31F4EAJ,ATN_ZoneFranc,null,CustomField,,,,,,X,X,,,,
Account,00N5b00000Dbeg1EAB,TPM_AccountEmail,null,CustomField,,,,,,,,,,,
Account,00N5b00000Dbeg2EAB,TPM_Attribute10,null,CustomField,,,X,,,,,,,,
Account,00N5b00000Dbeg3EAB,TPM_Attribute11,null,CustomField,,,X,,,,,,,,
Account,00N5b00000Dbeg4EAB,TPM_Attribute12,null,CustomField,,,X,,,,,,,,
Account,00N5b00000Dbeg5EAB,TPM_Attribute13,null,CustomField,,,X,,,,,,,,
Account,00N5b00000Dbeg6EAB,TPM_Attribute14,null,CustomField,,,X,,,,,,,,
Account,00N5b00000Dbeg7EAB,TPM_Attribute15,null,CustomField,,,X,,,,,,,,
Account,00N5b00000Dbeg8EAB,TPM_Attribute16,null,CustomField,,,X,,,,,,,,
Account,00N5b00000Dbeg9EAB,TPM_Attribute17,null,CustomField,,,X,,,,,,,,
Account,00N5b00000DbegAEAR,TPM_Attribute18,null,CustomField,,,X,,,,,,,,
Account,00N5b00000DbegBEAR,TPM_Attribute19,null,CustomField,,,X,,,,,,,,
Account,00N5b00000DbegCEAR,TPM_Attribute1,null,CustomField,,,X,,,,,,,,
Account,00N5b00000DbegDEAR,TPM_Attribute20,null,CustomField,,,X,,,,,,,,
Account,00N5b00000DbegEEAR,TPM_Attribute2,null,CustomField,,,X,,,,,,,,
Account,00N5b00000DbegFEAR,TPM_Attribute3,null,CustomField,,,X,,,,,,,,
Account,00N5b00000DbegGEAR,TPM_Attribute4,null,CustomField,,,X,,,,,,,,
Account,00N5b00000DbegHEAR,TPM_Attribute5,null,CustomField,,,X,,,,,,,,
Account,00N5b00000DbegIEAR,TPM_Attribute6,null,CustomField,,,X,,,,,,,,
Account,00N5b00000DbegJEAR,TPM_Attribute7,null,CustomField,,,X,,,,,,,,
Account,00N5b00000DbegKEAR,TPM_Attribute8,null,CustomField,,,X,,,,,,,,
Account,00N5b00000DbegLEAR,TPM_Attribute9,null,CustomField,,,X,,,,,,,,
Account,00N5b00000DbelBEAR,TPM_AttributeSearchText,null,CustomField,,,,,,,,,,,
Account,00N5b00000DbgSpEAJ,TLB_Registration_open_date,null,CustomField,,,,,,,,,,,
Account,00N5b00000DXV92EAH,AFH_Potential_UFS_Share_of_Food_Cost,null,CustomField,,,,,,,X,,,,
Account,00N5b00000DXVbkEAH,SKM_Link_PriceandAccount,null,CustomField,X,,,,,,,,,,
Account,00N5b00000DXVoBEAX,EXG_Execution_Guide_Channel,null,CustomField,X,,,,,,,,,,
Account,00N5b00000DXVoCEAX,EXG_Execution_Guide_Segment,null,CustomField,,,,,,,,,,,
Account,00N5b00000DXVoDEAX,EXG_Execution_Guide_Store_Size,null,CustomField,,,,,,,,,,,
Account,00N5b00000DXVoEEAX,EXG_Is_Execution_Guide_Account,null,CustomField,X,,,,,,,,,,
Account,00N5b00000DXaJNEA1,TLB_Premium,null,CustomField,,,,,,,,,,,
Account,00N5b00000DXaJOEA1,TLB_Tradicional,null,CustomField,,,,,,,,,,,
Account,00N5b00000DXc5zEAD,SON_PlanningAccount,null,CustomField,X,,,,X,,,,,,
Account,00N5b00000DXckZEAT,SER_Country,null,CustomField,X,,,,,,,,,,
Account,00N5b00000DXiXoEAL,TPM_SellOutActualizationOffset,null,CustomField,,,X,,,,,,,,
Account,00N5b00000DXkokEAD,ATN_PaymentConditionException2,null,CustomField,,,,,,X,X,,,,
Account,00N5b00000DXnwaEAD,BSF_CompanyName,null,CustomField,X,,X,,,,X,,,,
Account,00N5b00000DXnwbEAD,BSF_IE,null,CustomField,,,,,,,X,,,,
Account,00N5b00000DXnwcEAD,BSF_Phone,null,CustomField,,,,,,,X,,,,
Account,00N5b00000DXnwdEAD,TLB_FutureTerritory,null,CustomField,,,,,,,,,,,
Account,00N5b00000DXosvEAD,BSF_PriceBook,null,CustomField,X,,,,,,,,,,
Account,00N5b00000DXpUaEAL,DEX_PrefSAPLanguage,null,CustomField,,,,,,,,,,,
Account,00N5b00000DcHgKEAV,EDG_AsesorResponsible,null,CustomField,X,,X,,,,,,,,
Account,00N5b00000DcHgLEAV,EDG_CollectingImageData,null,CustomField,X,,,,,,,,,,
Account,00N5b00000DcHgMEAV,EDG_DivisionalResponsible,null,CustomField,,,,,,,,,,,
Account,00N5b00000DcHgNEAV,EDG_ExternalKey,null,CustomField,X,,,,,,,,,,
Account,00N5b00000DcHgOEAV,EDG_Geolocation,null,CustomField,,,,,,,,,,,
Account,00N5b00000DcHgPEAV,EDG_ImageRecognitionGroup,null,CustomField,X,,,,,,,,,,
Account,00N5b00000DcHgQEAV,EDG_KAMResponsible,null,CustomField,,,,,,,,,,,
Account,00N5b00000DcHgREAV,EDG_MaxDistanceStore,null,CustomField,,,,,,,,,,,
Account,00N5b00000DcHgSEAV,EDG_NielsenArea,null,CustomField,,,,,,,,,,,
Account,00N5b00000DcHgTEAV,EDG_RAMHours,null,CustomField,X,,,,,,,,,,
Account,00N5b00000DcHgUEAV,EDG_RAM,null,CustomField,X,,,,,,,,,,
Account,00N5b00000DcHgVEAV,EDG_Status,null,CustomField,X,,,,,,,,,,
Account,00N5b00000DcHgWEAV,EDG_StoreChain,null,CustomField,X,,,,,,,,,,
Account,00N5b00000DcHgXEAV,EDG_StoreFormatDetailed,null,CustomField,X,,,,,,,,,,
Account,00NPU000000KPfo2AG,AFH_Banner_Description,null,CustomField,,,,,,,,,,,
Account,00NPU000000KPfp2AG,AFH_MinimumOrderValue,null,CustomField,X,,,,,,X,,X,,
Account,00NPU000000KPfq2AG,AFH_Payment_Condition,null,CustomField,X,,,,,,,,,,
Account,00NPU000000KPfr2AG,AFH_Sales_office,null,CustomField,,,,,,,,,,,
Account,00NPU000000KPfs2AG,AFH_Salesman_Name,null,CustomField,,,,,,,,,,,
Account,00NPU000000KPft2AG,AFH_WsPricebook,null,CustomField,X,X,,,,,,,,,
Account,00NPU000000KPfu2AG,DEX_VAT_Reg_Number,null,CustomField,X,,,,,,,,,,
Account,00NPU000000NoHQ2A0,ATN_VPVChannel,null,CustomField,,,,,,,,,,,
Account,00NPU000000NoHR2A0,ATN_VPVCustomer,null,CustomField,,,,,,,,,,,
Account,00NPU000000NoHS2A0,ATN_VPVMainCustomer,null,CustomField,X,,,,,,,,,,
Account,00NPU000000OAW52AO,AFH_isRedrive,null,CustomField,X,,,,,,X,,,,
Account,00NPU000000OEAR2A4,AFH_CFS_Registered,null,CustomField,,,,,,,,,,,
Account,00NPU000000OEAS2A4,AFH_CFS_Registration_Date,null,CustomField,,,,,,,,,,,
Account,00NPU000000OEAT2A4,AFH_CTA_Click,null,CustomField,X,,,,,,X,,,,
Account,00NPU000000OEAU2A4,AFH_Campaign_Name,null,CustomField,X,,,,,,X,,,,
Account,00NPU000000OEAV2A4,AFH_Campaign_Registry_Date,null,CustomField,X,,,,,,X,,,,
Account,00NPU000000OEAW2A4,AFH_Email_Marketing_Click,null,CustomField,X,,,,,,X,,,,
Account,00NPU000000OEAX2A4,AFH_Email_Marketing_Intro,null,CustomField,X,,,,,,X,,,,
Account,00NPU000000OEAY2A4,AFH_Hot_Lead_Date,null,CustomField,X,,,,,,X,,,,
Account,00NPU000000OEAZ2A4,AFH_Hot_Lead,null,CustomField,X,,,,,,X,,,,
Account,00NPU000000OEAa2AO,AFH_Lead_MEI,null,CustomField,X,,,,,,X,,,,
Account,00NPU000000OEAb2AO,AFH_Lead_Score_Date,null,CustomField,X,,,,,,X,,,,
Account,00NPU000000OEAc2AO,AFH_Lead_Score,null,CustomField,X,,,,,,X,,,,
Account,00NPU000000OEAd2AO,AFH_NewBacon_Account,null,CustomField,X,,,,,,,,,,
Account,00NPU000000OEAe2AO,AFH_Operator_Score_Date,null,CustomField,X,,,,,,X,,,,
Account,00NPU000000OEAf2AO,AFH_Operator_Score,null,CustomField,X,,,,,,X,,,,
Account,00NPU000000OEAg2AO,AFH_RFV_Classification,null,CustomField,X,,,,,,X,,,,
Account,00NPU000000OEAh2AO,AFH_RFV_Date,null,CustomField,X,,,,,,X,,,,
Account,00NPU000000OEAi2AO,DEX_DLV_BenJerry,null,CustomField,X,,,,,,,,,,
Account,00NPU000000OEAj2AO,DEX_DLV_HaagenDazs,null,CustomField,X,,,,,,,,,,
Account,00NPU000000OEAk2AO,DEX_DLV_Magnum,null,CustomField,X,,,,,,,,,,
Account,00NPU000000OEAl2AO,DEX_MultiAggregator,null,CustomField,X,,,,,,,,,,
Account,00NPU000000OEAm2AO,DEX_Owner_Overider,null,CustomField,X,,,,,,,,,,
Account,00NPU000000OEAn2AO,DEX_PrimarySecondary,null,CustomField,X,,,,,,,,,,
Account,00NPU000000QvKm2AK,Account_Number,cgcloud,CustomField,X,,X,,,,X,,,,
Account,00NPU000000QvKn2AK,Account_Template,cgcloud,CustomField,X,,X,,,X,X,X,X,,
Account,00NPU000000QvKo2AK,ExternalId,cgcloud,CustomField,X,,X,,,X,X,,,,
Account,00NPU000000QvKp2AK,Name_2,cgcloud,CustomField,X,,,,,,,,,,
Account,00NPU000000Qw692AC,Number_Of_Extensions,cgcloud,CustomField,,,,,,,,,,,
Account,00NPU000000Qw6j2AC,Sales_Org,cgcloud,CustomField,X,,X,,,X,,X,X,,
Account,00NPU000000RVCv2AO,CGT_AccountEmail,null,CustomField,,,,,,,,,,,
