Object, RefMetadataComponentId, RefMetadataComponentName, RefMetadataComponentNamespace, RefMetadataComponentType,ApexClass,ApexComponent,ApexPage,ApexTrigger,CustomField,EmailTemplate,FieldSet,FlexiPage,Flow,Layout,LookupFilter,ValidationRule,WaveDataflow,WebLink,WorkflowFieldUpdate
Account,00N3X00000JCWUSUA5,DEX_Relative_Lead_Score_Data,null,CustomField,X,,,,,,,,,,,,,,
Account,00N3X00000JCWUTUA5,DEX_Relative_Lead_Score,null,CustomField,,,,,,,,,,,,,,,
Account,00N3X00000JCWUUUA5,DEX_Relative_Urgency_Data,null,CustomField,X,,,,,,,,,,,,,,
Account,00N3X00000JCWUVUA5,DEX_Relative_Urgency,null,CustomField,,,,,,,,,,,,,,,
Account,00N3X00000M7FH7UAN,DEX_Base_URL,null,CustomField,,,,,,,,,,,,,,,
Account,00N3X00000M7PvwUAF,TPM_AccountPlanType,null,CustomField,X,,,,,,,,X,,X,,,,
Account,00N3X00000M7PvxUAF,TPM_Active,null,CustomField,X,,,,,,,,,X,,X,,,
Account,00N3X00000M7PvyUAF,TPM_Activity_Sector_Division_Code,null,CustomField,X,,,,X,,,,,X,,,,,
Account,00N3X00000M7PvzUAF,TPM_Activity_Sector_Division_Description,null,CustomField,,,,,,,,,,,,,,,
Account,00N3X00000M7Pw0UAF,TPM_AllowNegativeBaseline,null,CustomField,,,,,X,,,,,,,,,,
Account,00N3X00000M7Pw1UAF,TPM_BannerCode,null,CustomField,X,,,,,,,,,,,,,,
Account,00N3X00000M7Pw2UAF,TPM_BannerName,null,CustomField,,,,,,,,,,,,,,,
Account,00N3X00000M7Pw3UAF,TPM_Currency,null,CustomField,X,,,,,,,,,X,,,,,
Account,00N3X00000M7Pw4UAF,TPM_Customer_Description,null,CustomField,,,,,,,,,,,,,,,
Account,00N3X00000M7Pw5UAF,TPM_Customer_Group_4,null,CustomField,,,,,,,,,,,,,,,
Account,00N3X00000M7Pw7UAF,TPM_Customer_Group_Code,null,CustomField,X,,,,,,,,,,,,,,
Account,00N3X00000M7Pw8UAF,TPM_Customer_Group_Description,null,CustomField,X,,X,,,,,,,,,,,,
Account,00N3X00000M7Pw9UAF,TPM_Customer_Relevant,null,CustomField,X,,,,,,,,,,,,,,
Account,00N3X00000M7PwAUAV,TPM_Customer_Role_Valid_From,null,CustomField,X,,,,,,,,,,,,,,
Account,00N3X00000M7PwBUAV,TPM_Customer_Role_Valid_Thru,null,CustomField,X,,,,,,,,,,,,,,
Account,00N3X00000M7PwCUAV,TPM_Customer_Unique,null,CustomField,X,,X,,,,,,,,,,,,
Account,00N3X00000M7PwFUAV,TPM_Dimension_Code,null,CustomField,X,,,,X,,,,,,,,,,
Account,00N3X00000M7PwHUAV,TPM_Direct_Indirect_Flag,null,CustomField,X,,,,,,,,,,,,,,
Account,00N3X00000M7PwIUAV,TPM_Distribution_Channel_Code,null,CustomField,X,,,,X,,,,,X,,,,,
Account,00N3X00000M7PwJUAV,TPM_Distribution_Channel_Description,null,CustomField,,,,,,,,,,,,,,,
Account,00N3X00000M7PwKUAV,TPM_Ext_Id_Name,null,CustomField,X,,,,,,,,,,,,,,
Account,00N3X00000M7PwLUAV,TPM_Generic_Customer,null,CustomField,X,,,,X,,,,,,,,,,
Account,00N3X00000M7PwMUAV,TPM_HoldingCode,null,CustomField,,,,,,,,,,,,,,,
Account,00N3X00000M7PwNUAV,TPM_Is_AllCustomer_Level1,null,CustomField,X,,,,,,,,,,X,,,,
Account,00N3X00000M7PwOUAV,TPM_Is_Payer,null,CustomField,X,,,,,,,,,,,,,,
Account,00N3X00000M7PwVUAV,TPM_Market_Channel_Code,null,CustomField,X,,,,,,,,,,,,,,
Account,00N3X00000M7PwWUAV,TPM_Market_Channel_Description,null,CustomField,X,,X,,,,,,,,,,,,
Account,00N3X00000M7PwXUAV,TPM_Market_Code,null,CustomField,,,,,,,,,,,,,,,
Account,00N3X00000M7PwYUAV,TPM_Market_Description,null,CustomField,X,,X,,,,,,,,,,,,
Account,00N3X00000M7PwZUAV,TPM_NCF_Flag,null,CustomField,X,,,,,,,,,,,,,,
Account,00N3X00000M7PwaUAF,TPM_Planning_Level,null,CustomField,X,,,,,,,,,,,,,,
Account,00N3X00000M7PwbUAF,TPM_Region_Code,null,CustomField,X,,,,,,,,,,,,,,
Account,00N3X00000M7PwcUAF,TPM_Region,null,CustomField,X,,,,,,,,,,,,,,
Account,00N3X00000M7PwdUAF,TPM_SalesGroupCode,null,CustomField,,,,,,,,,,,,,,,
Account,00N3X00000M7PweUAF,TPM_SalesGroupDescription,null,CustomField,X,,X,,,,,,,,,,,,
Account,00N3X00000M7PwfUAF,TPM_SalesOfficeCode,null,CustomField,,,,,,,,,,,,,,,
Account,00N3X00000M7PwgUAF,TPM_SalesOfficeDescription,null,CustomField,X,,X,,,,,,,,,,,,
Account,00N3X00000M7PwkUAF,TPM_SalesmanDescription,null,CustomField,,,,,,,,,,,,,,,
Account,00N3X00000M7PwmUAF,TPM_SubDivisonDescription,null,CustomField,,,,,,,,,,,,,,,
Account,00N3X00000M7PwoUAF,TPM_Territory_Description,null,CustomField,,,,,,,,,,,,,,,
Account,00N3X00000M7PwpUAF,TPM_Total_Customer_External_ID,null,CustomField,X,,,,,,,,,,,,,,
Account,00N3X00000M7PwqUAF,TPM_VIP,null,CustomField,X,,,,,,,,,,,,,,
Account,00N3X00000M7Q8vUAF,TPM_Planning_Level_Rollup,null,CustomField,,,,,,,,,,,X,,,,
Account,00N3X00000M7iAHUAZ,DEX_Cattegory_Attributes,null,CustomField,,,,,,,,,X,,,,,,
Account,00N3X00000M7iAIUAZ,DEX_Conference_Outlet_On_Site,null,CustomField,X,,,,,,,,X,X,,,,,
Account,00N3X00000M7iAJUAZ,DEX_Do_not_call,null,CustomField,X,,,,,,,,,X,,,,,
Account,00N3X00000M7iAKUAZ,DEX_Do_not_visit,null,CustomField,X,,,,,,,,,X,,,,,
Account,00N3X00000M7iALUAZ,DEX_EOTM,null,CustomField,X,,,,,,,,,X,,,,,
Account,00N3X00000M7iAMUAZ,DEX_Facebook_Handle,null,CustomField,,,,,,,,,X,X,,,,,
Account,00N3X00000M7iANUAZ,DEX_Food_Served_Onsite,null,CustomField,X,,,,,,,,X,X,,,,,
Account,00N3X00000M7iAOUAZ,DEX_Instagram_Handle,null,CustomField,,,,,,,,,X,X,,,,,
Account,00N3X00000M7iAPUAZ,DEX_Market_Segment,null,CustomField,X,,,,,,,,X,X,,,,,
Account,00N3X00000M7iAQUAZ,DEX_Number_of_Beds,null,CustomField,X,,,,,,,,X,X,,,,,
Account,00N3X00000M7iARUAZ,DEX_Number_of_Employees,null,CustomField,X,,,,,,,,X,X,,,,,
Account,00N3X00000M7iASUAZ,DEX_Number_of_Rooms,null,CustomField,X,,,,,,,,X,X,,,,,
Account,00N3X00000M7iATUAZ,DEX_Number_of_Students_Pupils,null,CustomField,X,,,,,,,,X,X,,,,,
Account,00N3X00000M7iAUUAZ,DEX_Number_of_Till_Points,null,CustomField,X,,,,,,,,X,X,,,,,
Account,00N3X00000M7iAVUAZ,DEX_OTM_Suggestion,null,CustomField,,,,,,,,,X,X,,,,,
Account,00N3X00000M7iAYUAZ,DEX_Subtype,null,CustomField,X,,,,,,,,X,X,,,,,
Account,00N3X00000M7iAaUAJ,DEX_Trading_Status,null,CustomField,X,,,,,,,,X,X,,,,,
Account,00N3X00000M7iAbUAJ,DEX_Twitter_Handle,null,CustomField,,,,,,,,,X,X,,,,,
Account,00N3X00000M7iAcUAJ,DEX_VPK,null,CustomField,X,,,,,,,,X,X,,,,,
Account,00N3X00000M7iAdUAJ,DEX_Visitors_Per_Year,null,CustomField,X,,,,,,,,X,X,,,,,
Account,00N3X00000M7jJNUAZ,DEX_Contact_Date,null,CustomField,,,,,,,,,,,,,,,
Account,00N3X00000M7jJOUAZ,DEX_Contact_Type,null,CustomField,,,,,,,,,,,,,,,
Account,00N3X00000M7jJPUAZ,DEX_KAM_Assistant,null,CustomField,,,,,,,,,X,X,,,,,
Account,00N3X00000M7jJQUAZ,DEX_KAM,null,CustomField,,,,,,,,,X,X,,,,,
Account,00N3X00000M7oiwUAB,DEX_Customer_Id,null,CustomField,,,,,,,,,,,,,,,
Account,00N3X00000M7uK1UAJ,DEX_NumberOfChildSites,null,CustomField,X,,,,,,,,,X,,,X,,
Account,00N3X00000M85jgUAB,DEX_BuyingGroups,null,CustomField,X,,,,,,,,,X,,,,,
Account,00N3X00000M85jhUAB,DEX_Last3OnlineEvents,null,CustomField,X,,,,,,,,,X,,,,,
Account,00N3X00000M85jiUAB,DEX_LeadLostReason,null,CustomField,X,,,,,,,,,X,,,,,
Account,00N3X00000M85jjUAB,DEX_LeadStatus,null,CustomField,X,,,,X,,,,,X,,,X,,
Account,00N3X00000M85jkUAB,DEX_MainCompetitor,null,CustomField,X,,,,,,,,,X,,,,,
Account,00N3X00000M85jmUAB,DEX_TPSCTPS,null,CustomField,X,,,,X,,,,,X,,,,,
Account,00N3X00000M8sjkUAB,SER_Country,null,CustomField,X,,,,,,,,X,X,,,,,
Account,00N3X00000M8FUrUAN,Rex_Company_Code,null,CustomField,X,,,,,,,,,,,,,,
Account,00N3X00000M8FUuUAN,Rex_Customer_Type,null,CustomField,X,,,,,,,,,,,,,,
Account,00N3X00000M8IIsUAN,DEX_Account_Datalake_ID,null,CustomField,X,,,,,,,,X,,,,X,,
Account,00N3X00000MB7uzUAD,DEX_Tax_Office,null,CustomField,X,,X,,,,,,,X,,,,,
Account,00N3X00000M8IIwUAN,DEX_KeyDecisionMaker,null,CustomField,,,,,,,,,X,X,,,,,
Account,00N3X00000M8IIzUAN,DEX_Lead_Source,null,CustomField,X,,,,,,,,,X,,,,,
Account,00N3X00000M8IJ0UAN,DEX_Lead,null,CustomField,X,,,,,,,,,X,,,,,
Account,00N3X00000M85jlUAB,DEX_NumberOfOutlets,null,CustomField,X,,,,,,,,,X,,,,,
Account,00N3X00000M8IJ3UAN,DEX_OpportunityPotentialExternal,null,CustomField,,,,,,,,,,X,,,,,
Account,00N3X00000M8IJ4UAN,DEX_OpportunityPotentialSalesRep,null,CustomField,,,,,,,,,X,X,,,,,
Account,00N3X00000M8IJ5UAN,DEX_Owner_Overider,null,CustomField,X,,,,,,,,,X,,,,,
Account,00N3X00000M8IJ6UAN,DEX_PO_Number,null,CustomField,,,,,,,,,X,,,,,,
Account,00N3X00000M8IJ7UAN,DEX_SeasonCloseTime,null,CustomField,,,,,,,,,X,,,,,,
Account,00N3X00000M8IJ8UAN,DEX_Send_to_Datalake,null,CustomField,,,,,,,,,X,,,,,,
Account,00N3X00000M8IJBUA3,DEX_Unilever_Now_Classification,null,CustomField,,,,,X,,,,,,,,X,,
Account,00N3X00000M85jnUAB,DEX_UserRole,null,CustomField,X,,,,,,,,X,,,,,,
Account,00N3X00000M8X54UAF,DEX_NoofFOLandNoofSOLDCabinets,null,CustomField,,,,,,,,,X,,,,X,,
Account,00N3X00000M9KxwUAF,DEX_ActivityResponsible,null,CustomField,X,,,,,,,,,X,,,,,
Account,00N3X00000M9KxxUAF,DEX_Caterlyst_Unique_ID,null,CustomField,X,,,,,,,,,X,,,,,
Account,00N3X00000M9KxyUAF,DEX_Customer_Hierarchy_Level_6,null,CustomField,,,,,,,,,X,X,,,,,
Account,00N3X00000M9KxzUAF,DEX_HasFoodAggregator,null,CustomField,X,,,,X,,,,,X,,,X,,
Account,00N3X00000M9Ky0UAF,DEX_IsRoleOverride,null,CustomField,X,,,,,,,,,X,,,,,
Account,00N3X00000M9Ky1UAF,DEX_KAM_User_Codes,null,CustomField,X,,,,,,,,,,,,,,
Account,00N3X00000M9Ky2UAF,DEX_Latitude_Longitude,null,CustomField,,,,,,,,,,X,,,,,
Account,00N3X00000M9Ky3UAF,DEX_NumberOfSubSites,null,CustomField,X,,,,,,,,,X,,,,,
Account,00N3X00000M9Ky4UAF,DEX_UserRole2,null,CustomField,X,,,,,,,,,X,,,,,
Account,00N3X00000M9Ky5UAF,DEX_UserRoleFormula,null,CustomField,X,,,,,,,,,,,,,,
Account,00N3X00000M9Ky6UAF,DEX_User_Code,null,CustomField,X,,,,,,,,,,,,,,
Account,00N3X00000M9Ky7UAF,DEX_isIncentiveDefault,null,CustomField,X,,,,,,,,,,,,,,
Account,00N3X00000M9Ky8UAF,DEX_isSalesrepAccount,null,CustomField,X,,,,,,,,,,,,,,
Account,00N3X00000M9MOPUA3,DEX_AggregatorStatus,null,CustomField,X,,,,,,,,,,,,,,
Account,00N3X00000M9MOQUA3,DEX_Cuisine,null,CustomField,X,,,,,,,,,,,,,,
Account,00N3X00000M9MORUA3,DEX_DLV_BenJerry,null,CustomField,X,,,,,,,,,,,,,,
Account,00N3X00000M9MOSUA3,DEX_DLV_HaagenDazs,null,CustomField,X,,,,,,,,,,,,,,
Account,00N3X00000M9MOTUA3,DEX_DLV_Magnum,null,CustomField,X,,,,,,,,,,,,,,
Account,00N3X00000M9MOUUA3,DEX_DeliverooId,null,CustomField,X,,,,,,,,,,,,,,
Account,00N3X00000M9MOVUA3,DEX_FH_BenJerry,null,CustomField,X,,,,,,,,,,,,,,
Account,00N3X00000M9MOWUA3,DEX_FH_HaagenDazs,null,CustomField,X,,,,,,,,,,,,,,
Account,00N3X00000M9MOXUA3,DEX_FH_Magnum,null,CustomField,X,,,,,,,,,,,,,,
Account,00N3X00000M9MOYUA3,DEX_FoodhubId,null,CustomField,X,,,,,,,,,,,,,,
Account,00N3X00000M9MOZUA3,DEX_JE_BenJerry,null,CustomField,X,,,,,,,,,,,,,,
Account,00N3X00000M9MOaUAN,DEX_JE_Class,null,CustomField,X,,,,,,,,,,,,,,
Account,00N3X00000M9MObUAN,DEX_JE_HaagenDazs,null,CustomField,X,,,,,,,,,,,,,,
Account,00N3X00000M9MOcUAN,DEX_JE_Magnum,null,CustomField,X,,,,,,,,,,,,,,
Account,00N3X00000M9MOdUAN,DEX_JustEatId,null,CustomField,X,,,,,,,,,,,,,,
Account,00N3X00000M9MOeUAN,DEX_MultiAggregator,null,CustomField,X,,,,,,,,,,,,,,
Account,00N3X00000M9MOfUAN,DEX_PrimarySecondary,null,CustomField,X,,,,,,,,,,,,,,
Account,00N3X00000M9MOgUAN,DEX_UE_BenJerry,null,CustomField,X,,,,,,,,,,,,,,
Account,00N3X00000M9MOhUAN,DEX_UE_HaagenDazs,null,CustomField,X,,,,,,,,,,,,,,
Account,00N3X00000M9MOiUAN,DEX_UE_Magnum,null,CustomField,X,,,,,,,,,,,,,,
Account,00N3X00000M9MOjUAN,DEX_UberEatsId,null,CustomField,X,,,,,,,,,,,,,,
Account,00N3X00000M9ZWBUA3,DEX_Customer_Classification,null,CustomField,X,,,,,,,,,X,,,,,
Account,00N3X00000M9ZWCUA3,DEX_Customer_store_code,null,CustomField,,,,,,,,,,X,,,,,
Account,00N3X00000M9ZWDUA3,DEX_Payer_Account_ID,null,CustomField,,,,,,,,,,X,,,,,
Account,00N3X00000M9ZWEUA3,DEX_Payer_Address,null,CustomField,,,,,,,,,,X,,,,,
Account,00N3X00000M9ZWFUA3,DEX_Payer_Information,null,CustomField,,,,,,,,X,,X,,,,,
Account,00N3X00000M9ZWGUA3,DEX_Payer_Name,null,CustomField,,,,,,,,,,X,,,,,
Account,00N3X00000M9ZWHUA3,DEX_Payment_Terms,null,CustomField,,,,,,,,,,X,,,,,
Account,00N3X00000M9ZWIUA3,DEX_VAT_Reg_Number,null,CustomField,X,,X,,,,,,,X,,,,,
Account,00N3X00000M9bd9UAB,DEX_Check_RecordType,null,CustomField,,,,,,,,,,,,,,,
Account,00N3X00000M9hiMUAR,DEX_No_of_FOL,null,CustomField,,,,,,,,,,,,,,,
Account,00N3X00000M9hiNUAR,DEX_No_of_SOLD,null,CustomField,,,,,,,,,,,,,,,
Account,00N3X00000M9qclUAB,DEX_Visit_activity,null,CustomField,X,,,,,,,,,,,,,,
Account,00N3X00000MAq5TUAT,DEX_Address_Type,null,CustomField,X,,,,,,,,,X,,,,,
Account,00N3X00000M9vuUUAR,DEX_Date_Stamp,null,CustomField,,,,,,,,,,,,,,,
Account,00N3X00000MAq5UUAT,DEX_COM_Operation,null,CustomField,X,,,,,,,,X,,,,,,
Account,00N3X00000MAq5VUAT,DEX_COM_Prior_Operation,null,CustomField,,,,,,,,,,,,,,,
Account,00N3X00000MAq5XUAT,DEX_SendToCom,null,CustomField,X,,,,,,,,X,,,,,,
Account,00N3X00000MAq5YUAT,DEX_address1_upszone,null,CustomField,,,,,,,,,,,,,,,
Account,00N3X00000MLmHXUA1,DEX_Food_Sample_Wholesaler,null,CustomField,,,,,,,,,,,,,,,
Account,00N3X00000MHtu9UAD,REX_LastTimeVisitedPICOS,null,CustomField,,,,,,,,,,,,,,,
Account,00N3X00000MHtuAUAT,REX_PicosCurrentScore,null,CustomField,X,,,,,,,,,,,,,,
Account,00N3X00000MHtuBUAT,REX_PicosPreviousScore,null,CustomField,X,,,,,,,,,,,,,,
Account,00N3X00000MHtuCUAT,REX_TargetScore,null,CustomField,,,,,,,,,,,,,,,
Account,00N3X00000MHtuDUAT,TPM_BannerEU,null,CustomField,X,,,,,,,,,,,,,,
Account,00N3X00000MHtuEUAT,TPM_isBGCustomer,null,CustomField,X,,,,,,,,,X,,,,,
Account,00NQx000000oOcSMAU,REX_NationalCampaign,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005dKMl2AM,Account_Email,cgcloud,CustomField,X,,,,,,,,,,,X,,,
Account,00NJW000005dKMm2AM,Account_Number,cgcloud,CustomField,X,X,,,X,X,,,,X,,X,,,
Account,00NJW000005dKMn2AM,Account_Template,cgcloud,CustomField,X,,,X,X,,,,X,X,X,X,,,
Account,00NJW000005dKMo2AM,ExternalId,cgcloud,CustomField,X,,X,,X,,,,X,X,,X,,,X
Account,00NJW000005dKMp2AM,Name_2,cgcloud,CustomField,X,,,,,,,,,X,,X,,,
Account,00NJW000005dLNE2A2,Account_Template_Description,cgcloud,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005dLNF2A2,Sales_Org,cgcloud,CustomField,X,,,,X,,,,X,,X,X,,,X
Account,00NJW000005g5VX2AY,CGR_1USalesDistrict,null,CustomField,X,,,,,,,,,,,,,,
Account,00NJW000005g5VY2AY,CGR_3PSalesDistrict,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5Va2AI,CGR_Account_Number,null,CustomField,X,X,X,,,,,,,,,X,,,
Account,00NJW000005g5Vb2AI,CGR_Account_Phase,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5Vd2AI,CGR_Account_Unique_Num,null,CustomField,,,,,,,,,,,,,,,X
Account,00NJW000005g5Ve2AI,CGR_Annual_Potential_Foods_Revenue_TEUR,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5Vf2AI,CGR_Annual_Potential_Total_Revenue_TEUR,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5Vg2AI,CGR_Area,null,CustomField,X,X,,,,X,,,,,,X,,,
Account,00NJW000005g5Vh2AI,CGR_Area_text,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5Vi2AI,CGR_Assortment,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5Vk2AI,CGR_BankAccountNumber,null,CustomField,X,,,,,,,,X,,,,,,X
Account,00NJW000005g5Vl2AI,CGR_Bank_Account_Check,null,CustomField,X,,,,,,,,,,,,,,
Account,00NJW000005g5Vo2AI,CGR_Business_Name,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5Vp2AI,CGR_CMS_POS_no,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5Vq2AI,CGR_Category,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5Vr2AI,CGR_Chain,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5Vu2AI,CGR_Cofibu_NR_MAISON,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5Vv2AI,CGR_Company_Code,null,CustomField,X,,,,,,,,,,,X,,,
Account,00NJW000005g5Vw2AI,CGR_Completed_Visit_Date,null,CustomField,X,,,,,,,,,X,,,,,
Account,00NJW000005g5Vz2AI,CGR_CustomerCluster_A,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5W02AI,CGR_CustomerCluster_B,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5W12AI,CGR_Customer_Cl_Information,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5W22AI,CGR_Customer_Manager,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5W42AI,CGR_Customer_Type,null,CustomField,X,,,,,,,,,,,X,,,
Account,00NJW000005g5W52AI,CGR_DLF_ID,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5W72AI,CGR_DeliveryBlock,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5W92AI,CGR_Delivery_Day_HPC,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5WA2AY,CGR_Delivery_Day_ICE,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5WB2AY,CGR_Delivery_Day_s_Foods,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5WC2AY,CGR_Delivery_Day_s_HPC,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5WD2AY,CGR_Delivery_Day_s_Promo,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5WE2AY,CGR_Delivery_Days_ICE,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5WF2AY,CGR_Delivery_Days,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5WG2AY,CGR_Delivery_Lead_Time,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5WH2AY,CGR_District,null,CustomField,X,X,,,,X,,,,,,X,,,
Account,00NJW000005g5WI2AY,CGR_EDI_Days_Check,null,CustomField,X,,,,,,,,,,,,,,
Account,00NJW000005g5WM2AY,CGR_FSOAttribute,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5WN2AY,CGR_FSONR,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5WO2AY,CGR_Fixed_Merchandiser_Rate,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5WQ2AY,CGR_GLNIdentification,null,CustomField,X,,,,,,,,,,,,,,
Account,00NJW000005g5WS2AY,CGR_IRI_code,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5WV2AY,CGR_Level_4_id,null,CustomField,X,,,,,,,,,X,,,,,
Account,00NJW000005g5WW2AY,CGR_Level_5_Id,null,CustomField,,,,,,,,,,X,,,,,
Account,00NJW000005g5WX2AY,CGR_Level_5,null,CustomField,X,,,,,,,,,X,,,,,
Account,00NJW000005g5WY2AY,CGR_Level_6_Id,null,CustomField,,,,,,,,,,X,,,,,
Account,00NJW000005g5WZ2AY,CGR_Level_6,null,CustomField,,,,,,,,,,X,,,,,
Account,00NJW000005g5Wa2AI,CGR_Level_7_Id,null,CustomField,,,,,,,,,,X,,,,,
Account,00NJW000005g5Wb2AI,CGR_Level_7,null,CustomField,,,,,,,,,,X,,,,,
Account,00NJW000005g5Wc2AI,CGR_Location_ID,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5Wd2AI,CGR_MainManager,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5Zt2AI,CGR_Merchandiser_Day_s_Food,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5Zu2AI,CGR_Merchandiser_Day_s_Foods,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5Zv2AI,CGR_Merchandising,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5Zw2AI,CGR_Min_Delivery_Days,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5Zy2AI,CGR_NationalCampaign,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5Zz2AI,CGR_NielsenArea,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5a02AA,CGR_Nielsen_Potential,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5a12AA,CGR_Nielsen_code,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5a32AA,CGR_Nr_Of_Store,null,CustomField,,,,,,,,,,,,X,,,
Account,00NJW000005g5a62AA,CGR_Number_of_Open_Visits,null,CustomField,X,,,,X,,,,,X,,,,,
Account,00NJW000005g5a82AA,CGR_OrderBlock,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5aA2AQ,CGR_POS_Format,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5aB2AQ,CGR_PO_BOX,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5aE2AQ,CGR_PicosCurrentScore,null,CustomField,X,,,,,,,,,,,,,,
Account,00NJW000005g5aF2AQ,CGR_PicosPreviousScore,null,CustomField,X,,,,,,,,,,,,,,
Account,00NJW000005g5aG2AQ,CGR_Planorama_Measured,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5aO2AQ,CGR_Province,null,CustomField,X,,,,,,,,,,,,,,
Account,00NJW000005g5aQ2AQ,CGR_Receiver_Profile_Id,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5aT2AQ,CGR_Region_Picklist,null,CustomField,X,,,,,,,,,,,,,,
Account,00NJW000005g5aV2AQ,CGR_Retailer_Number,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5aW2AQ,CGR_Rilevato_Nielsen,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5aX2AQ,CGR_Rilevato_Store_Audit,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5aZ2AQ,CGR_Shopper_Type,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5aa2AA,CGR_Sign,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5ae2AA,CGR_StoreType,null,CustomField,X,,,,,X,,,,,,,,,
Account,00NJW000005g5af2AA,CGR_Store_Size,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5ag2AA,CGR_Store_Status,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5ah2AA,CGR_Superior,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5ak2AA,CGR_Territory_Level_7,null,CustomField,X,,,,,,,,,,,,,,
Account,00NJW000005g5al2AA,CGR_Territory_Level_8,null,CustomField,X,,,,,,,,,,,,,,
Account,00NJW000005g5am2AA,CGR_Total_Actual_Foods,null,CustomField,X,,,,X,,,,,X,,,,,
Account,00NJW000005g5an2AA,CGR_Total_POS_Foods_m2,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5ao2AA,CGR_Total_POS_m2,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5ap2AA,CGR_VATCode,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5ar2AA,CGR_VAT_Reg_No,null,CustomField,X,,,,,,,,X,,,,,,
Account,00NJW000005g5as2AA,CGR_Visit_Day_Text,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5at2AA,CGR_Visit_Day,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5au2AA,CGR_Visit_Duration_1U_min,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5av2AA,CGR_Visit_Duration_3P_min,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5aw2AA,CGR_Visit_Frequency_1U,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5ax2AA,CGR_Visit_Frequency_3P,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5az2AA,CGR_Visit_attendance,null,CustomField,,,,,,,,,,,,,,,
